,numero,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_operacionales_2018,ganancia_perdida_2018,total_activos_2018,total_pasivos_2018,total_patrimonio_2018,ingresos_operacionales_2017,ganancia_perdida_2017,total_activos_2017,total_pasivos_2017,total_patrimonio_2017,grupo_en_niif
296,293,800230447,SODEXO S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,SERVICIOS,487163441.0,10821814.0,121878292.0,95621205.0,26257087.0,472900676.0,12984699.0,107658417.0,92223144.0,15435273.0,NIIF PLENAS-GRUPO 1
297,294,811028650,MADECENTRO COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4752 - Comercio al por menor de articulos de ferreteria pinturas y productos de vidrio en establecimientos especializados,COMERCIO,486369742.0,26481192.0,244278994.0,174778067.0,69500927.0,436770629.0,20585476.0,199694636.0,121282376.0,78412260.0,NIIF PLENAS-GRUPO 1
298,295,890333023,SIDERURGICA DEL OCCIDENTE SAS SIDOC SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,485547230.0,28731580.0,314912780.0,216204271.0,98708509.0,376614263.0,12677869.0,303322917.0,202071308.0,101251609.0,NIIF PYMES-GRUPO 2
299,296,890900148,PINTUCO COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2022 - Fabricacion de pinturas barnices y revestimientos similares tintas para impresion y masillas,MANUFACTURA,485280905.0,7152211.0,719953251.0,408669676.0,311283575.0,482715690.0,13379529.0,678484577.0,379240634.0,299243943.0,NIIF PLENAS-GRUPO 1
300,297,900497906,PUMA ENERGY COLOMBIA COMBUSTIBLES SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,484014170.0,-5633741.0,147127489.0,40517136.0,106610353.0,295504511.0,-8658231.0,110588678.0,26889255.0,83699423.0,NIIF PLENAS-GRUPO 1
301,298,830043252,Siderurgica Nacional S A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,481971205.0,5127745.0,271225665.0,114960840.0,156264825.0,383730025.0,6889255.0,279433188.0,106797952.0,172635236.0,NIIF PYMES-GRUPO 2
302,299,900519421,INVERSIONES GREIDINGER ANGEL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,481241479.0,426403506.0,549693274.0,56345599.0,493347675.0,2308612.0,823227.0,38859433.0,3101702.0,35757731.0,NIIF PYMES-GRUPO 2
303,300,900164755,"""ZONA FRANCA ARGOS S.A.S. """"ZONA FRANCA ARGOS S.A.S. """,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,C2394 - Fabricacion de cemento cal y yeso,MANUFACTURA,480546561.0,61797908.0,1601108417.0,125059688.0,1476048729.0,472577333.0,77380616.0,1611825105.0,119914665.0,1491910440.0,NIIF PLENAS-GRUPO 1
304,303,860047657,PRACO DIDACOL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,468280346.0,7872987.0,472856948.0,197250644.0,275606304.0,415261586.0,12396724.0,406016619.0,122846147.0,283170472.0,NIIF PLENAS-GRUPO 1
306,305,890102110,OLEOFLORES S.A.S,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C1030 - Elaboracion de aceites y grasas de origen vegetal y animal,MANUFACTURA,466166448.0,-34008220.0,336504466.0,249761096.0,86743370.0,460383511.0,873157.0,334436058.0,213916464.0,120519594.0,NIIF PLENAS-GRUPO 1
307,306,860020058,DISTRIBUIDORA TOYOTA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,464918208.0,12551829.0,177107116.0,66873539.0,110233577.0,343386278.0,10213964.0,154852515.0,53170767.0,101681748.0,NIIF PLENAS-GRUPO 1
308,307,891080005,CCF COMFACOR,SUPERSALUD,Costa Atlantica,CORDOBA,MONTERIA-CORDOBA,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,464061621.27,-28614635.71,37576615.08,435687436.83,-398110821.75,462835709.93,-338929202.38,28970969.9,358485023.26,-329514053.36,NIIF PYMES-GRUPO 2
309,308,900342297,COMERCIALIZADORA ARTURO CALLE SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,COMERCIO,462716609.0,19016818.0,338406320.0,201356193.0,137050127.0,464418000.0,10457938.0,337823789.0,110272836.0,227550953.0,NIIF PLENAS-GRUPO 1
310,309,890929877,COMPASS GROUP SERVICES COLOMBIA S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,461921058.0,10329906.0,194133907.0,129603490.0,64530417.0,385763224.0,6013768.0,161409242.0,107401351.0,54007891.0,NIIF PLENAS-GRUPO 1
311,310,800094968,JARAMILLO MORA SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,460120046.0,54948220.0,600954625.0,408555426.0,192399199.0,281842757.0,24613982.0,406040143.0,267265051.0,138775092.0,NIIF PLENAS-GRUPO 1
312,311,830010738,C.I. SUNSHINE BOUQUET S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,459807647.0,6758277.0,466787654.0,281917889.0,184869765.0,399518393.0,7988533.0,240800687.0,193030673.0,47770014.0,NIIF PLENAS-GRUPO 1
313,312,811008963,MULTIENLACE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,N8020 - Actividades de servicios de sistemas de seguridad,SERVICIOS,459089390.0,38791941.0,494935869.0,192156128.0,302779741.0,446886388.0,20318442.0,485483300.0,201455178.0,284028122.0,NIIF PLENAS-GRUPO 1
314,313,804016671,CAMPOLLO S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,A0145 - Cria de aves de corral,AGROPECUARIO,458697856.0,-23414562.0,249807465.0,141918973.0,107888492.0,405345053.0,-17198690.0,432101746.0,262825887.0,169275859.0,NIIF PYMES-GRUPO 2
315,314,800093117,ARQUITECTURA Y CONCRETO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,457849028.0,22688123.0,2179991232.0,1649617148.0,530374084.0,435749560.0,36671773.0,1459536661.0,952897851.0,506638810.0,NIIF PLENAS-GRUPO 1
316,315,890905360,HA BICICLETAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,455771418.0,53197907.0,335893755.0,39424236.0,296469519.0,425172886.0,41325903.0,287385429.0,37063816.0,250321613.0,NIIF PLENAS-GRUPO 1
319,318,800137960,Eficacia S.A,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,SERVICIOS,451538556.0,3677228.0,67896512.0,55949410.0,11947102.0,464572538.0,2719123.0,75799727.0,61739325.0,14060402.0,NIIF PLENAS-GRUPO 1
320,319,900341086,Comercial Nutresa S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4610 - Comercio al por mayor a cambio de una retribucion o por contrata,COMERCIO,450080434.0,5263144.0,249035293.0,220783007.0,28252286.0,439020731.0,-4416757.0,247182010.0,223486337.0,23695673.0,NIIF PLENAS-GRUPO 1
321,320,900030538,Lenovo (Asia Pacific) Limited Sucursal Colombia,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,449741208.0,4821643.0,192391432.0,209563991.0,-17172559.0,517624240.0,285242.0,168884102.0,189518973.0,-20634871.0,NIIF PLENAS-GRUPO 1
322,321,830037774,DRUMMOND COAL MINING LLC,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0510 - Extraccion de hulla (carbon de piedra),MINERO-HIDROCARBUROS,449222394.0,75393492.0,664196109.0,101493042.0,562703067.0,330839540.0,47302053.0,531696292.0,72399741.0,459296551.0,NIIF PLENAS-GRUPO 1
323,322,900123408,COMPAÑIA DE INVERSIONES TEXTILES DE MODA TEXMODAS S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,COMERCIO,448495181.0,7529332.0,134607048.0,105989441.0,28617607.0,419011881.0,8170136.0,177489329.0,148230918.0,29258411.0,NIIF PLENAS-GRUPO 1
324,323,800191700,Cueros Velez SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1521 - Fabricacion de calzado de cuero y piel con cualquier tipo de suela,MANUFACTURA,446819353.0,9789428.0,384005905.0,274904638.0,109101267.0,385994231.0,7532123.0,354984751.0,254166487.0,100818264.0,NIIF PYMES-GRUPO 2
325,324,890321151,CARVAJAL TECNOLOGIA Y SERVICIOS S.A.S.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,J6311 - Procesamiento de datos alojamiento (hosting) y actividades relacionadas,SERVICIOS,445262245.0,48132682.0,260217286.0,121911465.0,138305821.0,221475761.0,2810568.0,229867067.0,124678357.0,105188710.0,NIIF PLENAS-GRUPO 1
326,325,830016046,AVANTEL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6120 - Actividades de telecomunicaciones inalambricas,SERVICIOS,444568000.0,-86533000.0,382337000.0,636987000.0,-254650000.0,330219000.0,-93246000.0,351810000.0,522439000.0,-170629000.0,NIIF PLENAS-GRUPO 1
327,326,890200474,INCUBADORA SANTANDER SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,A0145 - Cria de aves de corral,AGROPECUARIO,444092823.0,4818.0,522419302.0,364449216.0,157970086.0,407835831.0,-10973911.0,531152189.0,373230283.0,157921906.0,NIIF PLENAS-GRUPO 1
328,327,900891350,GOAM 1 C.I S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,442440364.0,-5568051.0,120906162.0,119967330.0,938832.0,175199446.0,288909.0,94830904.0,93368211.0,1462693.0,NIIF PYMES-GRUPO 2
329,328,860056150,BASF QUIMICA COLOMBIANA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4664 - Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,COMERCIO,441339634.0,658974.0,293368450.0,258227695.0,35140755.0,446074774.0,-2359742.0,311517823.0,283589864.0,27927959.0,NIIF PLENAS-GRUPO 1
330,329,860003831,PRODCUTOS RAMO SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1081 - Elaboracion de productos de panaderia,MANUFACTURA,437418508.0,3639253.0,319005428.0,137213459.0,181791969.0,420955560.0,5886958.0,340510374.0,154998492.0,185511882.0,NIIF PLENAS-GRUPO 1
331,330,900268901,CNR III LTD. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,B0510 - Extraccion de hulla (carbon de piedra),MINERO-HIDROCARBUROS,434237123.0,22509909.0,448914036.0,365226025.0,83688011.0,73046673.0,100761175.0,303438123.0,248697733.0,54740390.0,NIIF PLENAS-GRUPO 1
332,331,900104080,SOCINEG S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6494 - Otras actividades de distribucion de fondos,SERVICIOS,433780265.0,440709316.0,3250945862.0,3507302.0,3247438560.0,368705400.0,370147209.0,3031828476.0,1964139.0,3029864337.0,NIIF PLENAS-GRUPO 1
333,332,830129327,FARMATODO COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4773 - Comercio al por menor de productos farmaceuticos y medicinales cosmeticos y articulos de tocador en establecimientos especializados,COMERCIO,433472396.0,30925535.0,165307480.0,118132949.0,47174531.0,366563965.0,-11205137.0,115810299.0,99561303.0,16248996.0,NIIF PYMES-GRUPO 2
334,333,830023542,CAMARGO CORREA INFRA  PROJETOS  S.A SUCURSAL COLOMBIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,432950453.0,21843352.0,188164628.0,125956236.0,62208392.0,492128330.0,21152117.0,208083275.0,128612921.0,79470354.0,NIIF PLENAS-GRUPO 1
335,334,900104517,BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,431442978.0,4873510.0,260724778.0,141358949.0,119365829.0,386176519.0,10036115.0,260775643.0,141422856.0,119352787.0,NIIF PLENAS-GRUPO 1
336,335,900110594,OLAM AGRO COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1061 - Trilla de cafe,MANUFACTURA,430753857.0,-1582148.0,195603429.0,191366294.0,4237135.0,401658523.0,1693119.0,150295580.0,144476297.0,5819283.0,NIIF PLENAS-GRUPO 1
337,336,860090915,ACTIVOS S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,430751159.0,3483535.0,106629576.0,63639400.0,42990176.0,4038333.0,3445949.0,92551627.0,53707591.0,38844036.0,NIIF PYMES-GRUPO 2
338,337,830006735,ALIMENTOS POLAR COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboracion de productos de molineria,MANUFACTURA,430062055.0,6889214.0,229168349.0,137483911.0,91684438.0,392176339.0,975445.0,215535693.0,163264693.0,52271000.0,NIIF PLENAS-GRUPO 1
339,338,860050906,ADECCO COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,429024862.0,393429.0,59456606.0,38619016.0,20837590.0,319694550.0,1815195.0,49573051.0,25366090.0,24206961.0,NIIF PLENAS-GRUPO 1
340,339,860008448,MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboracion de productos lacteos,MANUFACTURA,428591749.0,-31403434.0,658445418.0,473465717.0,184979701.0,408557458.0,-14190202.0,673402969.0,458108323.0,215294646.0,NIIF PLENAS-GRUPO 1
341,340,817000808,TECNOSUR S.A.S,SUPERSOCIEDADES,Costa Pacifica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,C1709 - Fabricacion de otros articulos de papel y carton,MANUFACTURA,426531172.0,47375652.0,421929835.0,99947448.0,321982387.0,371860130.0,25605792.0,377293454.0,102686719.0,274606735.0,NIIF PLENAS-GRUPO 1
342,341,890300686,Mondelez Colombia SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,426370261.0,70781337.0,222945309.0,160383929.0,62561380.0,393607337.0,5261920.0,163614333.0,172039287.0,-8424954.0,NIIF PLENAS-GRUPO 1
343,342,900777972,CI TRAFIGURA COAL COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,425993523.0,-235827.0,133500971.0,133238376.0,262595.0,323128229.0,53286.0,68628824.0,68130402.0,498422.0,NIIF PYMES-GRUPO 2
344,343,817001773,ASOCIACIoN INDiGENA DEL CAUCA AIC EPS INDiGENA,SUPERSALUD,Costa Pacifica,CAUCA,POPAYAN,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,424832932.22,-11543204.07,110125469.74,127066264.19,-16940794.45,362304123.32,-5894945.38,69460277.71,74867868.09,-5407590.38,REGIMEN R 414 de 2014 - CGN
345,344,900174478,LOUIS DREYFUS COMPANY COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1061 - Trilla de cafe,MANUFACTURA,423460737.0,-7231228.0,353527572.0,360981622.0,-7454050.0,622936702.0,-35114253.0,280019172.0,278422747.0,1596425.0,NIIF PLENAS-GRUPO 1
346,345,830038885,VALOREM S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,422665659.0,194404194.0,1870764419.0,375240542.0,1495523877.0,92948763.0,-13410719.0,1773837507.0,546550552.0,1227286955.0,NIIF PLENAS-GRUPO 1
348,347,811018771,MARKETING PERSON,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,COMERCIO,422218000.0,894.0,196146000.0,165094000.0,31052000.0,457946000.0,1435000.0,192768000.0,162610000.0,30158000.0,NIIF PLENAS-GRUPO 1
349,348,900737989,BEMOVIL S.A.S.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,421545289.0,184405.0,7329964.0,6606529.0,723435.0,348326497.0,135729.0,6788196.0,6151827.0,636369.0,NIIF PYMES-GRUPO 2
350,349,890903474,ENKA DE COLOMBIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2030 - Fabricacion de fibras sinteticas y artificiales,MANUFACTURA,419630000.0,4266000.0,588047000.0,210263000.0,377784000.0,365893000.0,1715000.0,550572000.0,180257000.0,370315000.0,NIIF PLENAS-GRUPO 1
351,350,891400378,PAPELES NACIONALES S.A.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,C1709 - Fabricacion de otros articulos de papel y carton,MANUFACTURA,419185663.0,-2055269.0,497143522.0,292208333.0,204935189.0,417191044.0,6791384.0,438225161.0,264455857.0,173769304.0,NIIF PLENAS-GRUPO 1
352,351,900192711,CONSTRUCTORA CAPITAL BOGOTA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,419029105.0,41498719.0,1094437281.0,828713214.0,265724067.0,345987664.0,33104327.0,846736712.0,609024532.0,237712180.0,NIIF PLENAS-GRUPO 1
353,352,830081407,AJECOLOMBIA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,C1104 - Elaboracion de bebidas no alcoholicas produccion de aguas minerales y de otras aguas embotelladas,MANUFACTURA,416135380.0,1926296.0,246551580.0,188255162.0,58296418.0,460766117.0,7104904.0,270789717.0,213963887.0,56825830.0,NIIF PLENAS-GRUPO 1
354,353,860002392,MERCK SHARP & DOHME COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,415207837.0,8046238.0,292791748.0,157278322.0,135513426.0,362370467.0,14038262.0,274948547.0,147581109.0,127367438.0,NIIF PLENAS-GRUPO 1
355,354,860503159,PASH SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,COMERCIO,413676545.0,4893140.0,233404444.0,113850146.0,119554298.0,363278879.0,5005685.0,221566473.0,106905315.0,114661158.0,NIIF PYMES-GRUPO 2
356,355,891000324,GASEOSAS DE CORDOBA S.A.S,SUPERSOCIEDADES,Costa Atlantica,CORDOBA,MONTERIA-CORDOBA,C1104 - Elaboracion de bebidas no alcoholicas produccion de aguas minerales y de otras aguas embotelladas,MANUFACTURA,412498411.0,21823408.0,424510402.0,122166320.0,302344082.0,395802130.0,12801694.0,396184012.0,71851639.0,324332373.0,NIIF PLENAS-GRUPO 1
357,356,890801339,COMPAÑIA MANUFACTURERA MANISOL,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,C1522 - Fabricacion de otros tipos de calzado excepto calzado de cuero y piel,MANUFACTURA,411974315.0,11257949.0,241692153.0,122233153.0,119459000.0,376836803.0,15966222.0,194636053.0,76808983.0,117827070.0,NIIF PLENAS-GRUPO 1
358,357,890110188,"""""""INDEPENDENCE DRILLING S.A.",SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extraccion de petroleo y de gas natural,HIDROCARBUROS,410061811.0,19187274.0,706529492.0,477684110.0,228845382.0,322436852.0,14730723.0,606963325.0,431604506.0,175358819.0,NIIF PLENAS-GRUPO 1
359,358,800072556,Seatech International INC,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,C1012 - Procesamiento y conservacion de pescados crustaceos y moluscos,MANUFACTURA,408631569.0,13768869.0,325426682.0,180179204.0,145247478.0,394765301.0,4809800.0,298960689.0,167875066.0,131085623.0,NIIF PLENAS-GRUPO 1
360,359,891409291,EVE DISTRIBUCIONES S.A.S,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,408522288.0,13875937.0,213105846.0,170957553.0,42148293.0,255627312.0,4350459.0,137933040.0,82148580.0,55784460.0,NIIF PLENAS-GRUPO 1
361,360,900657570,SACYR CONSTRUCCION COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,408456700.0,10154885.0,503887788.0,503501192.0,386596.0,130914711.0,-63558.0,151303512.0,144743171.0,6560341.0,NIIF PLENAS-GRUPO 1
362,361,890900307,Groupe seb Andean S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,C2750 - Fabricacion de aparatos de uso domestico,MANUFACTURA,405968058.0,22039837.0,475218937.0,255212643.0,220006294.0,379606570.0,26704955.0,449648000.0,251366273.0,198281727.0,NIIF PLENAS-GRUPO 1
363,362,811004055,EMDISALUD,SUPERSALUD,Costa Atlantica,CORDOBA,MONTERIA-CORDOBA,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,403388710.12,-301658165.69,99081334.14,495086064.28,-396004730.14,369652846.36,-108622692.42,98078665.02,192466337.16,-94387672.14,NIIF PYMES-GRUPO 2
364,363,819004712,C.I. TEQUENDAMA S.A.S.,SUPERSOCIEDADES,Costa Atlantica,MAGDALENA,SANTA-MARTA-MAGDALENA,C1030 - Elaboracion de aceites y grasas de origen vegetal y animal,MANUFACTURA,402817690.0,-16467034.0,630638052.0,447985382.0,182652670.0,357814415.0,15972136.0,479411423.0,323115290.0,156296133.0,NIIF PLENAS-GRUPO 1
365,364,800237456,EMTELCO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,400865980.0,13841157.0,182188014.0,66394285.0,115793729.0,400939923.0,15340907.0,168042711.0,59247211.0,108795500.0,NIIF PLENAS-GRUPO 1
366,365,830043084,C I CARBOCOQUE S A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1910 - Fabricacion de productos de hornos de coque,MANUFACTURA,399061818.0,41109579.0,209907769.0,144797004.0,65110765.0,294119286.0,34267980.0,183311869.0,144990684.0,38321185.0,NIIF PLENAS-GRUPO 1
367,366,900199343,AMERICAS STYRENICS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2013 - Fabricacion de plasticos en formas primarias,MANUFACTURA,397037602.0,10743148.0,209258423.0,56908891.0,152349532.0,380361637.0,16212237.0,207578197.0,30727498.0,176850699.0,NIIF PLENAS-GRUPO 1
369,368,817001644,GENFAR SA,SUPERSOCIEDADES,Costa Pacifica,CAUCA,VILLA-RICA-CAUCA,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,391556261.0,-40644368.0,291373084.0,175804160.0,115568924.0,394635053.0,20215618.0,364686606.0,208473314.0,156213292.0,NIIF PLENAS-GRUPO 1
